1 Facility Name,2 Street Address,3 city,4 state,5 ZIP Code,6 Phone,7 Designation,acr_site_id,facility_id,Registry Participant
Long Island Jewish Forest Hills,10201 66th Rd,Forest Hills,NY,11375-2029,718-830-4747,Lung Cancer Screening Designated Site,10072099,101433,YES
RRC-Estero,10201 Acros Ave Suite 101/102,Estero,FL,33928,239-936-2316,LCSR,10077165,104699,YES
Comanche County Medical Center,10201 Highway 16,Comanche,TX,76442-4462,254-879-4900,LCSR,10082775,114582,YES
Community Stroke and Rehabilitation Center,10215 Broadway,Crown Point,IN,46307-8001,219-661-6100,LCSR,10082608,114979,YES
Community Radiology Bethesda,10215 Fernwood Rd Ste 620,Bethesda,MD,20817-1184,240-800-2601,Lung Cancer Screening Designated Site,10067027,104602,YES
Community Radiology,10215 Fernwood Road #20 & 620,Bethesda,MD,20817,240-800-2601,Lung Cancer Screening Designated Site,10078944,2993,YES
Zwanger Pesiri Radiology - Ozone Park,10234 Atlantic Ave,Ozone Park,NY,11416-1739,718-684-7428,LCSR,10068833,114018,YES
Spotsylvania Regional Medical Center,10300 Spotsylvania Ave,Fredericksburg,VA,22408-2697,540-498-4186,LCSR,10093593,104895,YES
Baptist Health Diagnostic Center Boynton Beach,10301 Hagen Ranch Rd Ste B900,Boynton Beach,FL,33437-3725,561-765-3021,Lung Cancer Screening Designated Site,10074972,113975,YES
Radiology Ltd Rincon Imaging Center,10350 E Drexel Rd,Tucson,AZ,85747-9405,520-545-1829,Lung Cancer Screening Designated Site,10070078,110759,YES
Northwestern Medicine Huntley MOB,10350 Haligus Rd,Huntley,IL,60142-9545,815-759-4262,Lung Cancer Screening Designated Site,10078062,109091,YES
Aurora Medical Center Kenosha,10400 75th St,Kenosha,WI,53142-7884,262-857-5797,LCSR,10060704,106920,YES
Banner Boswell Medical Center,10401 W Thunderbird Blvd,Sun City,AZ,85351-3004,623-832-4000,LCSR,10062959,107790,YES
RAYUS Radiology Lakeville,10438 185th St W Ste 400,Lakeville,MN,55044-5306,952-345-3878,LCSR,10099272,115878,YES
Invision Sally Jobe in Lone Tree,10450 Park Meadows Dr Ste 105,Lone Tree,CO,80124-5528,720-493-3687,Lung Cancer Screening Designated Site,10074964,101834,YES
UPMC Bedford Memorial BED,10455 Lincoln Hwy,Everett,PA,15537-7046,814-623-6161,LCSR,10070282,101206,YES
Bethesda North Hospital,10500 Montgomery Rd,Cincinnati,OH,45242-4402,513-865-1127,LCSR,10064918,101060,YES
Overland Park Regional Medical Center,10500 Quivira Rd,Overland Park,KS,66215-2306,913-541-3276,LCSR,10063529,105059,YES
Lovelace Westside Hospital,10501 Golf Course Rd NW,Albuquerque,NM,87114-5019,505-727-2000,LCSR,10072867,112632,YES
Bailey Medical Center,10502 N 110th East Ave,Owasso,OK,74055-6655,918-579-5864,LCSR,10061764,107225,YES
Optimal Imaging Mandarin,10503 San Jose Blvd Ste 100,Jacksonville,FL,32257-6266,904-450-6680,LCSR,10060661,116336,YES
Thomas Comprehensive Care Center,10506A Montgomery Rd,Montgomery,OH,45242-4402,513-862-5022,LCSR,10106408,115862,YES
Baptist Health Diagnostic Center Wellington,10520 Forest Hill Blvd Ste 300,Wellington,FL,33414-3179,561-336-7161,Lung Cancer Screening Designated Site,10069032,113974,YES
Providence Southeast Imaging,10538 SE Washington St,Portland,OR,97216-2809,503-215-4551,LCSR,10066039,101046,YES
TAS Tatum & Shea,10575 N Tatum Blvd Ste C128,Paradise Valley,AZ,85253-1070,480-425-5000,LCSR,10068224,115039,YES
NWR 10603 N Meridian Street,10603 N Meridian St,Indianapolis,IN,46290-1055,317-844-2511,LCSR,10063153,106536,YES
Tower Radiology Center - Riverview,10621 Big Bend Rd,Riverview,FL,33579-7176,813-672-0608,Lung Cancer Screening Designated Site,10073256,116010,YES
CMC-Pineville,10628 Park Rd,Charlotte,NC,28210-8407,704-543-2025,Lung Cancer Screening Designated Site,10076738,101398,YES
The University of Kansas Health System-Indian Creek,10720 Nall Ave,Overland Park,KS,66211-1206,913-956-2170,Lung Cancer Screening Designated Site,10083160,105659,YES
RAYUS Radiology Fairfax,10721 Main St Ste G1,Fairfax,VA,22030-6902,952-525-6318,LCSR,10081528,101196,YES
Aria Jefferson Health- Torresdale,10800 Knights Rd,Philadelphia,PA,19114-4200,215-612-5075,LCSR,10072941,109040,YES
Center for Medical Imaging - Tanasbourne,10810 NE Cornell Rd Ste 100,Hillsboro,OR,97124-9219,503-215-4551,LCSR,10070547,101044,YES
Turkey Creek Medical Center,10820 Parkside Dr,Knoxville,TN,37934-1956,865-218-7058,LCSR,10078806,104804,YES
Memorial Hermann Pearland Hospital,10905 Memorial Hermann Dr,Pearland,TX,77584-3490,713-383-4933,Lung Cancer Screening Designated Site,10066170,107496,YES
Blaine Clinic,10961 Club West Pkwy,Blaine,MN,55449-5866,763-528-2987,LCSR,10087065,103780,YES
Adventhealth Imaging Center Westchase,10987 Sheldon Rd,Tampa,FL,33626-4702,813-467-4850,LCSR,10105303,116263,YES
Scarsdale Imaging Inc,11034 Scarsdale Blvd,Houston,TX,77089-5971,281-481-1935,LCSR,10071951,115115,YES
Parkview Cancer Institute,11050 Parkview Circle Dr,Fort Wayne,IN,46845-1739,260-266-6998,LCSR,10078089,114073,YES
Seidman Cancer Center,11100 Euclid Ave,Cleveland,OH,44106-1716,216-286-3211,LCSR,10047831,103767,YES
Pearland Medical Center,11100 Shadow Creek Pkwy,Pearland,TX,77584-7285,281-338-3565,LCSR,10087842,105045,YES
Edgerton Hospital & Health Services,11101 N Sherman Rd,Edgerton,WI,53534-9002,608-884-1381,LCSR,10066116,115126,YES
Diagnostic Imaging Services,11110 Medical Campus Rd Ste 204,Hagerstown,MD,21742-6797,301-714-4200,LCSR,10067025,105963,YES
CHI Health Midlands,11111 S 84th St,Papillion,NE,68046-4122,402-593-3820,LCSR,10072350,105835,YES
Community Radiology White Oak,11120 New Hampshire Ave Ste 100,Silver Spring,MD,20904-2678,301-681-7600,Lung Cancer Screening Designated Site,10077064,104607,YES
Christian Hospital NE,11133 Dunn Rd,Saint Louis,MO,63136-6163,314-653-5000,LCSR,10078940,107662,YES
The Christ Hospital - Montgomery,11140 Montgomery Rd,Cincinnati,OH,45249-2309,513-585-1245,LCSR,10079370,106299,YES
Parkview Outpatient Center,11141 Parkview Plaza Dr Ste 100,Fort Wayne,IN,46845-1714,260-266-9045,LCSR,10078568,101651,YES
Wake Radiology - Wakefield,11200 Governor Manly Way Ste 106,Raleigh,NC,27614-7360,919-570-7600,Lung Cancer Screening Designated Site,10067939,115017,YES
ARH Our Lady of the Way,11203 Main St,Martin,KY,41649-7999,606-285-6400,LCSR,10065345,105628,YES
Saint Francis Cancer Center,11212 E 48th St,Tulsa,OK,74146-5824,918-497-3871,Lung Cancer Screening Designated Site,10098974,53347,YES
Diagnostic Imaging Northwest Sunrise Imaging Center,11212 Sunrise Blvd E Ste 200,Puyallup,WA,98374-8847,253-841-4353,LCSR,10084324,102048,YES
Loma Linda University Health,11234 Anderson St Radiology Dept-RM2605,Loma Linda,CA,92354,909-558-4370,LCSR,10100264,102242,YES
Loma Linda University Medical Center,11234 Anderson St Rm 2605,Loma Linda,CA,92354-2804,909-558-4000,LCSR,10071086,102244,YES
Baptist North ED,11250 Baptist Health Dr,Jacksonville,FL,32218-2978,904-202-2000,LCSR,10061313,108962,YES
Meadville Medical Center - Vernon Place,11277 Vernon Pl,Meadville,PA,16335-3717,814-333-5224,Lung Cancer Screening Designated Site,10062807,223905,YES
St Clare Hospital,11315 Bridgeport Way SW,Lakewood,WA,98499-3004,253-426-4771,LCSR,10062561,112214,YES
RIA at Pembrooke,11335 Pembrooke Sq Ste 101,Waldorf,MD,20603-4845,301-870-8434,Lung Cancer Screening Designated Site,10059993,100939,YES
American Radiology Svcs at Pembrooke,11335 Pembrooke Sq Ste 113,Waldorf,MD,20603-4845,301-438-5110,Lung Cancer Screening Designated Site,10105463,9586,YES
Oak Hill Hospital,11375 Cortez Blvd,Brooksville,FL,34613-5409,352-597-6061,Lung Cancer Screening Designated Site,10064650,104848,YES
Northside Medlock Imaging,11459 Johns Creek Pkwy Ste 120,Johns Creek,GA,30097-3518,678-584-2210,LCSR,10080824,110968,YES
Primary Urgent Care,11476 Okeechobee Blvd,Royal Palm Beach,FL,33411-8715,561-204-5111,Lung Cancer Screening Designated Site,10061484,116737,YES
PIH Health Hospital- Downey,11500 Brookshire Ave Radiology,Downey,CA,90241,562-904-5000,Lung Cancer Screening Designated Site,10066281,115216,YES
Intercoastal Medical Group LWR Radiology,11505 Rangeland Pakway,Bradenton,FL,34211,941-362-8633,LCSR,10087071,105867,YES
St Anthony Hospital,11567 Canterwood Blvd,Gig Harbor,WA,98332-5812,253-530-2171,LCSR,10072477,106765,YES
St Anthony Hospital,11600 W 2nd Pl,Lakewood,CO,80228-1527,720-321-0000,LCSR,10067022,103815,YES
Richmond Hill Radiology,11614 Myrtle Ave,Richmond Hill,NY,11418-1748,718-846-0606,Lung Cancer Screening Designated Site,10067850,9729,NO
Raleigh Radiology Clayton,11618 Us Hwy W70 Business Suite 102,Clayton,NC,27520,919-781-1437,LCSR,10096498,115868,YES
Raleigh Radiology Wake Forest,11640 Northpark Dr Ste 110,Wake Forest,NC,27587-5741,919-781-1437,LCSR,10065098,115867,YES
Northside Roswell Imaging,11660 Alpharetta Hwy Ste 550,Roswell,GA,30076-3883,770-664-8600,LCSR,10076675,110966,YES
Indiana University Health North Hospital,11700 N Meridian St # B125,Carmel,IN,46032-4656,317-688-3149,Lung Cancer Screening Designated Site,10060758,50771,YES
St Joseph Hospital,11705 Mercy Blvd,Savannah,GA,31419-1711,912-819-2452,LCSR,10072576,103414,YES
ARA--Wilson Parke,11714 Wilson Parke Ave,Austin,TX,78726-4060,512-519-3457,LCSR,10067629,102245,YES
Memorial Hermann- South East Hospital,11800 Astoria Blvd,Houston,TX,77089-6041,281-929-4200,LCSR,10060141,106825,YES
RAYUS Radiology Kirkland,11811 NE 128th St,Kirkland,WA,98034-7200,425-821-3472,LCSR,10107443,100648,YES
Sutter Auburn Faith Hospital,11815 Education St,Auburn,CA,95602-2410,530-888-4535,LCSR,10068086,114200,YES
Suburban Imaging NorthWest,11850 Blackfoot St NW,Coon Rapids,MN,55433-2578,763-795-1600,Lung Cancer Screening Designated Site,10079883,105409,YES
MWROI Blaine,11855 Ulysses St NE Ste 130,Blaine,MN,55434-4178,763-225-6500,Lung Cancer Screening Designated Site,10069550,105410,YES
Community Imaging Center Carmel,11911 N Meridian St Ste 170,Carmel,IN,46032-6928,317-621-6712,Lung Cancer Screening Designated Site,10105794,105367,YES
The University of Texas Health Science Center,11937 US Highway 271,Tyler,TX,75708-3154,903-877-7185,LCSR,10065015,106089,YES
Neuroscience Orthopedic Wellness Center,11958 W Broad St,Henrico,VA,23233-1007,804-828-3156,Lung Cancer Screening Designated Site,10107465,106843,YES
North Star FP LP,11970 N Central Expy Ste 100,Dallas,TX,75243-3772,214-613-0500,LCSR,10063511,114244,YES
Suburban Imaging Maple Grove,12000 Elm Creek Blvd N Ste 310,Maple Grove,MN,55369-7090,763-416-7888,Lung Cancer Screening Designated Site,10065491,105411,YES
Baptist Health Middletown Diagnostic Center,12010 Shelbyville Rd,Louisville,KY,40243-1054,502-259-3486,LCSR,10067014,106031,YES
Compass Oncology- West,12123 SW 69th Ave,Tigard,OR,97223-8514,971-708-7600,LCSR,10076040,115169,YES
FRANCISCAN HEALTH CARMEL,12188B N Meridian St,Carmel,IN,46032-4840,317-528-3690,LCSR,10106405,107860,YES
Envision Imaging of Dallas,12201 Merit Dr,Dallas,TX,75251-2213,214-276-0500,Lung Cancer Screening Designated Site,10083204,114385,YES
Aurora Health Center East Mequon,12203 Corporate Pkwy,Mequon,WI,53092-3388,262-387-8200,LCSR,10077803,115046,YES
Invision Sally Jobe Parker,12219 Pine Bluffs Way Ste 111,Parker,CO,80134-4486,303-930-2900,Lung Cancer Screening Designated Site,10073215,115592,YES
North Austin Medical Center,12221 N Mo Pac Expy,Austin,TX,78758-2401,512-901-2760,LCSR,10064083,104934,YES
Palos Community Hospital,12251 S 80th Ave,Palos Heights,IL,60463-1256,708-923-4000,LCSR,10088229,105258,YES
Acadian Plaza Diagnostic Center,12261 Highway 49 Acadian Plaza Suite 12,Gulfport,MS,39503,228-867-5240,LCSR,10076103,104569,YES
Saint Lukes South Hospital,12300 Metcalf Ave,Overland Park,KS,66213-1324,913-317-7000,LCSR,10064929,104142,YES
AdventHealth Imaging Waterford Lakes,12301 Lake Underhill Rd Ste 113,Orlando,FL,32828-4509,407-949-6444,LCSR,10077184,109237,YES
MetroHealth Parma Medical Center,12301 Snow Rd,Parma,OH,44130-1002,216-362-2444,LCSR,10061933,114145,YES
SSM Health DePaul Hospital-St Louis,12303 De Paul Dr Dept of Radiology,Bridgeton,MO,63044,314-344-7250,LCSR,10095649,102138,YES
Wexford Health+Wellness Pavilion,12311 Perry Hwy,Wexford,PA,15090-8344,412-359-6864,Lung Cancer Screening Designated Site,10062117,107521,YES
Bon Secours Short Pump Emergency Center,12320 W Broad St,Henrico,VA,23233-7603,804-923-1400,LCSR,10077583,114734,YES
Iowa Radiology Clive,12368 Stratford Dr Ste 300,Clive,IA,50325-8149,515-226-9810,LCSR,10069792,114191,YES
UPMC Diagnostic Center,12400 Willowbrook Rd,Cumberland,MD,21502-2559,240-964-1160,Lung Cancer Screening Designated Site,10079147,1199,YES
PIH Health,12401 Washington Blvd,Whittier,CA,90602-1006,562-698-0811,LCSR,10066771,103572,YES
Aurora Health Center Pleasant Prairie,12500 Aurora Dr,Pleasant Prairie,WI,53158-1227,262-857-5030,LCSR,10066724,115707,YES
UPMC Western Maryland,12500 Willowbrook Rd,Cumberland,MD,21502-6393,240-964-1111,Lung Cancer Screening Designated Site,10060983,103450,YES
ARA -- Kyle,12554 Riata Vista Cir,Austin,TX,78727-6431,512-795-5100,LCSR,10062370,103846,YES
Outpatient Radiology at Riverwalk,12600 Creekside Ln Ste 1,Fort Myers,FL,33919-3365,239-343-9200,LCSR,10068079,105458,YES
Providence St Mary High Desert Imaging Ctr,12602 Amargosa Rd,Victorville,CA,92392-7640,760-261-5000,LCSR,10077003,116114,YES
GenesisCare Northpoint PET/CT,12606 Greenville Ave,Dallas,TX,75243-1921,972-234-2000,Lung Cancer Screening Designated Site,10066389,114605,YES
Barnes–Jewish West County Hospital,12634 Olive Blvd,Saint Louis,MO,63141-6337,314-996-8000,LCSR,10067917,112651,YES
Oklahoma Cancer Specialists,12697 E 51st St,Tulsa,OK,74146-6236,918-505-3200,LCSR,10067642,104421,YES
BayCare Outpatient Imaging(WC/ Hampton Lakes),12780 Race Track Rd Ste 100,Tampa,FL,33626-1395,813-749-7810,LCSR,10065102,105142,YES
ARA--Cedar Park,12800 W Parmer Ln Ste 200,Cedar Park,TX,78613-7721,512-485-7199,LCSR,10075796,100686,YES
Moffitt Cancer Center,12902 Usf Magnolia Dr,Tampa,FL,33612-9416,813-745-2586,LCSR,10087037,101923,YES
Citrus Park Emergency Medical Center of Trinity,12922 Sheldon Rd,Citrus Park,FL,33626-3715,727-834-4708,Lung Cancer Screening Designated Site,10062306,222840,YES
Mayo Clinic Health System Oakridge,13025 8th St,Osseo,WI,54758-7634,715-597-8798,Lung Cancer Screening Designated Site,10079803,107390,YES
Columbia St Marys Ozaukee,13111 N Port Washington Rd,Mequon,WI,53097-2416,262-243-7400,LCSR,10073433,112600,YES
Memorial Hermann Outpatient Imaging Center Cy-Fair,13114 FM 1960 Rd W Ste 104,Houston,TX,77065-4296,281-897-1777,Lung Cancer Screening Designated Site,10072546,11174,YES
Community Imaging Screening- Saxony,13121 Olio Rd Ste 120,Fishers,IN,46037-7240,317-621-0375,LCSR,10073891,115109,YES
Optimal Imaging Sacred Heart Perdido,13137 Sorrento Rd Ste A,Pensacola,FL,32507-8777,850-416-6719,LCSR,10070529,114016,YES
Cuyuna Regional Medical Center Baxter Clinic,13205 Isle Dr,Baxter,MN,56425-8554,218-546-7000,LCSR,10089265,112140,YES
University Hospitals Geauga Medical Center,13207 Ravenna Rd,Chardon,OH,44024-7032,440-285-6000,LCSR,10060879,103881,YES
Mayo Clinic Scottsdale,13400 E Shea Blvd,Scottsdale,AZ,85259-5452,480-301-5932,LCSR,10075579,100201,YES
St Anthony Healthplex North,13401 N Western Ave,Oklahoma City,OK,73114-1408,405-252-3400,Lung Cancer Screening Designated Site,10084859,115323,YES
"Advanced Imaging Concepts, PL",13470 Taft St,Brooksville,FL,34613-6820,352-597-0016,LCSR,10073211,114789,YES
St Vincent Carmel,13500 N Meridian St,Carmel,IN,46032-1456,317-582-7142,LCSR,10106407,106780,YES
St Anthony Healthplex South,13500 S Tulsa Dr,Oklahoma City,OK,73170-9719,405-815-5600,LCSR,10088170,115325,YES
Palm Valley,13555 W McDowell Rd Ste 106,Goodyear,AZ,85395-2625,623-842-5641,LCSR,10081530,109071,YES
Chesterfield Imaging Center,13636 Hull Street Rd,Midlothian,VA,23112-2108,804-639-5489,Lung Cancer Screening Designated Site,10070010,103423,YES
Atrium Health Steele Creek,13640 Steelecroft Pkwy,Charlotte,NC,28278-7565,704-512-5515,Lung Cancer Screening Designated Site,10069812,51610,YES
Sebastian River Medical Center,13695 US Highway 1,Sebastian,FL,32958-3230,772-589-3186,Lung Cancer Screening Designated Site,10065732,104172,YES
Bon Secours St Francis Med Center,13710 St Francis Blvd,Midlothian,VA,23114-3267,804-594-3186,LCSR,10060890,100564,YES
Diagnostic Imaging Centers - Mur-Len,13795 S Mur Len Rd,Olathe,KS,66062-1675,913-397-7272,Lung Cancer Screening Designated Site,10077984,102046,YES
Camino Del Sol,13909 W Camino del Sol Ste 101,Sun City West,AZ,85375-1413,623-842-5952,LCSR,10067355,109069,YES
St Vincent Fishers,13914 State Road 238 E,Fishers,IN,46037-5506,317-415-9187,LCSR,10082812,106789,YES
MedStar Health at Brandywine,13950 Brandywine Rd,Brandywine,MD,20613-5815,240-546-3000,LCSR,10072599,111117,YES
Park Nicollet Health Services - Burnsville,14000 Fairview Dr,Burnsville,MN,55337-5713,952-993-7143,LCSR,10071820,101684,YES
MWROI Burnsville,14000 Nicollet Ave Ste 204,Burnsville,MN,55337-5796,952-898-2333,Lung Cancer Screening Designated Site,10075707,103801,YES
Baton Rouge General Imaging Ascension,14105 Highway 73,Prairieville,LA,70769-3626,225-402-2600,LCSR,10064636,115704,YES
Jay Hospital,14114 Alabama St,Jay,FL,32565-1219,850-675-8000,LCSR,10071480,104823,YES
Northwest Radiology Network PC,14300 E 138th Ste C Bldg B,Fishers,IN,46037-0051,317-875-8655,LCSR,10071203,116623,YES
St Anthony North Health Campus,14300 Orchard Pkwy,Westminster,CO,80023-9206,303-246-2462,LCSR,10090674,101567,YES
Precision Imaging Centers-Beaches,14444 Beach Blvd Ste 23,Jacksonville Beach,FL,32250-2079,904-996-8100,Lung Cancer Screening Designated Site,10063312,107417,YES
Tower Radiology Center - Carrollwood,14499 N Dale Mabry Hwy Ste 150,Tampa,FL,33618-2078,813-968-6998,Lung Cancer Screening Designated Site,10067235,104734,YES
Maple Grove Medical Center,14500 99th Ave N,Maple Grove,MN,55369-4730,763-898-1225,Lung Cancer Screening Designated Site,10063711,103585,YES
Lakewood Hospital,14519 Detroit Ave,Lakewood,OH,44107-4316,216-/52-9721,LCSR,10082693,101748,YES
Baptist South,14550 Old Saint Augustine Rd,Jacksonville,FL,32258-2460,904-271-6000,LCSR,10077074,102001,YES
Aurora Health Center New Berlin,14555 W National Ave,New Berlin,WI,53151-4494,262-827-2955,LCSR,10080774,115460,YES
Lakes Radiology Inc,14575 NW 77th Ave Ste 200 # 100,Miami Lakes,FL,33014-2549,305-231-1115,LCSR,10105300,106901,YES
Munson Healthcare Charlevoix Hospital,14700 Lake Shore Dr,Charlevoix,MI,49720-1931,231-547-4024,Lung Cancer Screening Designated Site,10074113,109229,YES
Ascension Via Christi Imaging St Teresa,14700 W Saint Teresa St Ste 105,Wichita,KS,67235-9601,316-462-2020,LCSR,10074970,105692,YES
The Radiology Clinic,14995 Shady Grove Rd Ste 140,Rockville,MD,20850-8734,443-889-8391,LCSR,10068820,114872,YES
Community Radiology Bowie,14999 Health Center Dr,Bowie,MD,20716-1074,240-260-2420,LCSR,10062868,104610,YES
West Houston,15021 Katy Fwy,Houston,TX,77094-1911,281-994-0700,Lung Cancer Screening Designated Site,10064158,114833,YES
Providence Holy Cross,15031 Rinaldi St,Mission Hills,CA,91345-1207,818-496-4530,Lung Cancer Screening Designated Site,10062168,103406,YES
Health Pointe,15100 Whittaker Way,Grand Haven,MI,49417-8696,616-935-6240,Lung Cancer Screening Designated Site,10070479,114905,YES
Carolinas Imaging Services - Ballantyne,15110 John J Delaney Dr Ste 130,Charlotte,NC,28277-3545,704-442-4390,Lung Cancer Screening Designated Site,10067224,10215,YES
Singing River - Gulfport,15200 Community Rd,Gulfport,MS,39503-3085,228-575-7064,LCSR,10072062,105064,YES
